Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Date,Time,Version Booster,Booster landing,Year,Payload mass kg,Payload mass lbs
459,Kennedy,Starlink,"~16,500 kg",LEO,SpaceX,Success,2025-04-13,00:53,F9B5,Success ( ASOG,2025,16500.0,36376.229999999996
460,Cape Canaveral,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-04-14,04:00,F9B5,Success ( JRTI,2025,15500.0,34171.60999999999
461,Vandenberg,NROL-145,U,LEO,NRO,Success,2025-04-20,12:29,F9B5,Success ( OCISLY,2025,,
462,Kennedy,SpaceX CRS-32,"3,021 kg",LEO,NASA,Success,2025-04-21,08:15,F9B5,Success ( LZ‑1,2025,3021.0,6660.15702
463,Cape Canaveral,Bandwagon-3,U,LEO,Republic of Korea Armed Forces,Success,2025-04-22,00:48,F9B5,Success ( LZ‑2,2025,,
464,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-04-25,01:52,F9B5,Success ( ASOG,2025,16100.0,35494.382
465,Cape Canaveral,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-04-28,02:09,F9B5,Success ( JRTI,2025,17100.0,37699.00199999999
466,Vandenberg,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-04-28,20:42,F9B5,Success ( OCISLY,2025,15500.0,34171.60999999999
467,Kennedy,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-04-29,02:34,F9B5,Success ( ASOG,2025,17100.0,37699.00199999999
468,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-05-02,01:51,F9B5,Success ( JRTI,2025,16100.0,35494.382
469,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-05-04,08:54,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
470,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-05-07,01:17,F9B5,Success ( JRTI,2025,16100.0,35494.382
471,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-05-10,00:19,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
472,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-05-10,06:28,F9B5,Success ( ASOG,2025,16100.0,35494.382
473,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-05-13,01:15,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
474,Kennedy,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-05-13,05:02,F9B5,Success ( JRTI,2025,16100.0,35494.382
475,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-05-14,16:38,F9B5,Success ( ASOG,2025,16100.0,35494.382
476,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-05-16,13:43,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
477,Cape Canaveral,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-05-21,03:19,F9B5,Success ( JRTI,2025,17100.0,37699.00199999999
478,Vandenberg,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-05-23,22:32,F9B5,Success ( OCISLY,2025,15500.0,34171.60999999999
479,Cape Canaveral,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-05-24,17:19,F9B5,Success ( ASOG,2025,17100.0,37699.00199999999
480,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-05-27,16:57,F9B5,Success ( OCISLY,2025,17500.0,38580.85
481,Kennedy,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-05-28,13:30,F9B5,Success ( JRTI,2025,15500.0,34171.60999999999
482,Cape Canaveral,GPS III,"4,350 kg",MEO,USSF,Success,2025-05-30,17:37,F9B5,Success ( ASOG,2025,4350.0,9590.097
483,Vandenberg,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-05-31,20:10,F9B5,Success ( OCISLY,2025,15500.0,34171.60999999999
484,Cape Canaveral,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-06-03,04:43,F9B5,Success ( JRTI,2025,17100.0,37699.00199999999
485,Vandenberg,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-06-04,23:40,F9B5,Success ( OCISLY,2025,15500.0,34171.60999999999
486,Cape Canaveral,SXM-10,"6,400 kg",GTO,Sirius XM,Success,2025-06-07,04:54,F9B5,Success ( ASOG,2025,6400.0,14109.568
487,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-06-08,14:20,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
488,Cape Canaveral,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-06-10,13:05,F9B5,Success ( JRTI,2025,17100.0,37699.00199999999
489,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-06-13,01:54,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
490,Cape Canaveral,Starlink,"~17,100 kg",LEO,SpaceX,Success,2025-06-13,15:29,F9B5,Success ( ASOG,2025,17100.0,37699.00199999999
491,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-06-17,03:36,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
492,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-06-18,05:55,F9B5,Success ( JRTI,2025,16100.0,35494.382
493,Cape Canaveral,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-06-23,05:58,F9B5,Success ( ASOG,2025,15500.0,34171.60999999999
494,Vandenberg,Transporter-14,U,SSO,,Success,2025-06-23,21:25,F9B5,Success ( OCISLY,2025,,
495,Kennedy,Axiom Mission 4,"~13,000 kg",LEO,Axiom Space,Success,2025-06-25,06:31,F9B5,Success ( LZ‑1,2025,13000.0,28660.059999999998
496,Cape Canaveral,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-06-25,19:54,F9B5,Success ( JRTI,2025,15500.0,34171.60999999999
497,Cape Canaveral,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-06-28,04:26,F9B5,Success ( ASOG,2025,15500.0,34171.60999999999
498,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-06-28,17:13,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
499,Kennedy,MTG-S1,"3,800 kg",GTO,EUMETSAT,Success,2025-07-01,21:04,F9B5,Success ( JRTI,2025,3800.0,8377.555999999999
500,Cape Canaveral,Starlink,"~15,500 kg",LEO,SpaceX,Success,2025-07-02,06:28,F9B5,Success ( ASOG,2025,15500.0,34171.60999999999
501,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-07-08,08:21,F9B5,Success ( ASOG,2025,16100.0,35494.382
502,Cape Canaveral,Dror-1,"4,000 kg",GTO,IAI,Success,2025-07-13,05:04,F9B5,Success ( JRTI,2025,4000.0,8818.48
503,Vandenberg,Starlink,"~14,950 kg",LEO,SpaceX,Success,2025-07-16,02:05,F9B5,Success ( OCISLY,2025,14950.0,32959.068999999996
504,Cape Canaveral,KuiperSat,"~14,784 kg",LEO,Amazon,Success,2025-07-16,06:30,F9B5,Success ( ASOG,2025,14784.0,32593.102079999997
505,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-07-19,03:52,F9B5,Success ( OCISLY,2025,17500.0,38580.85
506,Cape Canaveral,O3b mPOWER,"3,400 kg",MEO,SES,Success,2025-07-22,21:12,F9B5,Success ( JRTI,2025,3400.0,7495.708
507,Vandenberg,TRACERS,~920 kg,SSO,NASA,Success,2025-07-23,18:13,F9B5,Success ( LZ‑4,2025,920.0,2028.2504
508,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-07-26,09:01,F9B5,Success ( ASOG,2025,16100.0,35494.382
509,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-07-27,04:31,F9B5,Success ( OCISLY,2025,17500.0,38580.85
510,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-07-30,03:37,F9B5,Success ( JRTI,2025,16100.0,35494.382
511,Vandenberg,Starlink,"~14,060 kg",SSO,SpaceX,Success,2025-07-31,18:35,F9B5,Success ( OCISLY,2025,14060.0,30996.957199999997
512,Kennedy,Crew-11,"~13,000 kg",LEO,NASA,Success,2025-08-01,15:43,F9B5,Success ( LZ‑1,2025,13000.0,28660.059999999998
513,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-08-04,07:57,F9B5,Success ( JRTI,2025,16100.0,35494.382
514,Cape Canaveral,KuiperSat,"~14,784 kg",LEO,Amazon,Success,2025-08-11,12:35,F9B5,Success ( ASOG,2025,14784.0,32593.102079999997
515,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-08-14,05:05,F9B5,Success ( OCISLY,2025,17500.0,38580.85
516,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-08-14,12:29,F9B5,Success ( JRTI,2025,16100.0,35494.382
517,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-08-18,16:26,F9B5,Success ( OCISLY,2025,17500.0,38580.85
518,Kennedy,USSF-36,"~4,990 kg",LEO,USSF,Success,2025-08-22,03:50,F9B5[,Success ( LZ‑2,2025,4990.0,11001.0538
519,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-08-22,17:04,F9B5,Success ( OCISLY,2025,17500.0,38580.85
520,Cape Canaveral,SpaceX CRS-33,"2,300 kg",LEO,NASA,Success,2025-08-24,06:45,F9B5,Success ( ASOG,2025,2300.0,5070.625999999999
521,Vandenberg,NAOS,"~1,370 kg",SSO,Luxembourg Armed Forces,Success,2025-08-26,18:53,F9B5,Success ( LZ‑4,2025,1370.0,3020.3293999999996
522,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-08-27,11:10,F9B5,Success ( JRTI,2025,16100.0,35494.382
523,Kennedy,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-08-28,08:12,F9B5,Success ( ASOG,2025,16100.0,35494.382
524,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-08-30,04:59,F9B5,Success ( OCISLY,2025,17500.0,38580.85
525,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-08-31,11:49,F9B5,Success ( JRTI,2025,16100.0,35494.382
526,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-09-03,03:51,F9B5,Success ( OCISLY,2025,17500.0,38580.85
527,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-09-03,11:56,F9B5,Success ( ASOG,2025,16100.0,35494.382
528,Kennedy,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-09-05,12:32,F9B5,Success ( JRTI,2025,16100.0,35494.382
529,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-09-06,18:06,F9B5,Success ( OCISLY,2025,17500.0,38580.85
530,Vandenberg,SDA Tranche 1 Transport Layer B,U,Polar,SDA,Success,2025-09-10,14:12,F9B5,Success ( OCISLY,2025,,
531,Cape Canaveral,Nusantara Lima,"~7,800 kg",GTO,PT Pasifik Satelit Nusantara,Success,2025-09-12,01:56,F9B5,Success ( ASOG,2025,7800.0,17196.036
532,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-09-13,17:55,F9B5,Success ( OCISLY,2025,17500.0,38580.85
533,Cape Canaveral,"CRS NG-23 (S.S. William ""Willie"" C. McCool)","5,000 kg",LEO,Northrop Grumman,Success,2025-09-14,22:11,F9B5,Success ( LZ‑2,2025,5000.0,11023.099999999999
534,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-09-18,09:30,F9B5,Success ( JRTI,2025,16100.0,35494.382
535,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-09-19,16:31,F9B5,Success ( OCISLY,2025,17500.0,38580.85
536,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-09-21,10:53,F9B5,Success ( ASOG,2025,16100.0,35494.382
537,Vandenberg,NROL-48,U,LEO,NRO,Success,2025-09-22,17:38,F9B5,Success ( LZ‑4,2025,,
538,Kennedy,Interstellar Mapping and Acceleration Probe,"1,477 kg",,NASA,Success,2025-09-24,11:30,F9B5,Success ( JRTI,2025,1477.0,3256.22374
539,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-09-25,08:39,F9B5,Success ( ASOG,2025,16100.0,35494.382
540,Vandenberg,Starlink,"~17,500 kg",SSO,SpaceX,Success,2025-09-26,04:26,F9B5,Success ( OCISLY,2025,17500.0,38580.85
541,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-09-29,02:04,F9B5,Success ( OCISLY,2025,16100.0,35494.382
542,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-03,14:06,F9B5,Success ( OCISLY,2025,16100.0,35494.382
543,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-07,06:46,F9B5,Success ( ASOG,2025,16100.0,35494.382
544,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-08,03:54,F9B5,Success ( OCISLY,2025,16100.0,35494.382
545,Cape Canaveral,KuiperSat,"~14,784 kg",LEO,Amazon,Success,2025-10-14,01:58,F9B5,Success ( ASOG,2025,14784.0,32593.102079999997
546,Vandenberg,SDA Tranche 1 Transport Layer C,U,Polar,SDA,Success,2025-10-15,23:06,F9B5,Success ( OCISLY,2025,,
547,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-16,09:27,F9B5,Success ( JRTI,2025,16100.0,35494.382
548,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-19,17:39,F9B5,Success ( ASOG,2025,16100.0,35494.382
549,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-19,19:24,F9B5,Success ( OCISLY,2025,16100.0,35494.382
550,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-22,14:16,F9B5,Success ( OCISLY,2025,16100.0,35494.382
551,Cape Canaveral,Spainsat NG,"6,100 kg",GTO,Hisdesat,Success,2025-10-24,01:30,F9B5,No attempt,2025,6100.0,13448.181999999999
552,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-25,14:20,F9B5,Success ( OCISLY,2025,16100.0,35494.382
553,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-26,15:00,F9B5,Success ( ASOG,2025,16100.0,35494.382
554,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-28,00:43,F9B5,Success ( OCISLY,2025,16100.0,35494.382
555,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-10-29,16:35,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
556,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-10-31,20:41,F9B5,Success ( OCISLY,2025,16100.0,35494.382
557,Cape Canaveral,Bandwagon-4,U,LEO,,Success,2025-11-02,05:09,F9B5,Success ( LZ‑2,2025,,
558,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-06,01:31,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
559,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-11-06,21:13,F9B5,Success ( OCISLY,2025,16100.0,35494.382
560,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-09,08:10,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
561,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-11,03:21,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
562,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-15,03:08,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
563,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-15,06:44,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
564,Vandenberg,Sentinel-6B,"1,440 kg",LEO,NASA,Success,2025-11-17,05:21,F9B5,Success ( LZ‑4,2025,1440.0,3174.6528
565,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-19,00:12,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
566,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-21,03:39,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
567,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-11-22,07:53,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
568,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-11-23,08:48,F9B5,Success ( OCISLY,2025,16100.0,35494.382
569,Vandenberg,Transporter-15,U,SSO,,Success,2025-11-28,18:44,F9B5,Success ( OCISLY,2025,,
570,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-12-01,07:44,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
571,Vandenberg,Starlink,"~15,525 kg",LEO,SpaceX,Success,2025-12-02,05:28,F9B5,Success ( OCISLY,2025,15525.0,34226.7255
572,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-12-02,22:18,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
573,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-12-04,20:42,F9B5,Success ( OCISLY,2025,16100.0,35494.382
574,Vandenberg,Starlink,"~16,100 kg",LEO,SpaceX,Success,2025-12-07,17:58,F9B5,Success ( OCISLY,2025,16100.0,35494.382
575,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-12-08,22:26,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
576,Cape Canaveral,NROL-77,U,LEO,NRO,Success,2025-12-09,19:16,F9B5,Success ( LZ‑2,2025,,
577,Vandenberg,Starlink,"~15,525 kg",LEO,SpaceX,Success,2025-12-10,11:40,F9B5,Success ( OCISLY,2025,15525.0,34226.7255
578,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-12-11,22:01,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
579,Vandenberg,Starlink,"~15,525 kg",LEO,SpaceX,Success,2025-12-14,05:49,F9B5,Success ( OCISLY,2025,15525.0,34226.7255
580,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-12-15,05:25,F9B5,Success ( ASOG,2025,16675.0,36762.038499999995
581,Kennedy,Starlink,"~16,675 kg",LEO,SpaceX,Success,2025-12-17,13:42,F9B5,Success ( JRTI,2025,16675.0,36762.038499999995
582,Vandenberg,Starlink,"~15,525 kg",LEO,SpaceX,Success,2025-12-17,15:27,F9B5,Success ( OCISLY,2025,15525.0,34226.7255
583,Vandenberg,CSG-3,"2,230 kg",SSO,ASI,Success,2026-01-03,02:09,F9B5,Success ( LZ‑4,2026,2230.0,4916.3026
584,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-01-04,06:48,F9B5,Success ( JRTI,2026,16675.0,36762.038499999995
585,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-01-09,21:41,F9B5,Success ( ASOG,2026,16675.0,36762.038499999995
586,Vandenberg,Twilight,325 kg,SSO,NASA,Success,2026-01-11,13:44,F9B5,Success ( LZ‑4,2026,325.0,716.5015
587,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-01-12,21:08,F9B5,Success ( JRTI,2026,16675.0,36762.038499999995
588,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-01-14,18:08,F9B5,Success ( ASOG,2026,16675.0,36762.038499999995
589,Vandenberg,NROL-105,U,LEO,NRO,Success,2026-01-17,04:39,F9B5,Success ( LZ‑4,2026,,
590,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-01-18,23:31,F9B5,Success ( ASOG,2026,16675.0,36762.038499999995
591,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-01-22,05:47,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
592,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-01-25,17:30,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
593,Cape Canaveral,GPS III,"4,350 kg",MEO,USSF,Success,2026-01-28,04:53,F9B5,Success ( ASOG,2026,4350.0,9590.097
594,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-01-29,17:53,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
595,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-01-30,07:22,F9B5,Success ( JRTI,2026,16675.0,36762.038499999995
596,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-02-02,15:47,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
597,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-02-07,20:58,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
598,Vandenberg,Starlink,"~13,800 kg",SSO,SpaceX,Success,2026-02-11,17:11,F9B5,Success ( OCISLY,2026,13800.0,30423.755999999998
599,Cape Canaveral,Crew-12,"~13,000 kg",LEO,NASA,Success,2026-02-13,10:15,F9B5,Success ( LZ‑40,2026,13000.0,28660.059999999998
600,Vandenberg,Starlink,"~13,800 kg",SSO,SpaceX,Success,2026-02-15,01:59,F9B5,Success ( OCISLY,2026,13800.0,30423.755999999998
601,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-02-16,07:59,F9B5,Success ( ASOG,2026,16675.0,36762.038499999995
602,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-02-20,01:41,F9B5,Success ( JRTI,2026,16675.0,36762.038499999995
603,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-02-21,09:04,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
604,Cape Canaveral,Starlink,"~16,100 kg",LEO,SpaceX,Success,2026-02-22,03:47,F9B5,Success ( ASOG,2026,16100.0,35494.382
605,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-02-24,23:04,F9B5,Success ( JRTI,2026,16675.0,36762.038499999995
606,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-02-25,14:17,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
607,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-02-27,12:16,F9B5,Success ( ASOG,2026,16675.0,36762.038499999995
608,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-03-01,10:10,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
609,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-03-02,02:56,F9B5,Success ( JRTI,2026,16675.0,36762.038499999995
610,Cape Canaveral,Starlink,"~16,675 kg",LEO,SpaceX,Success,2026-03-04,10:52,F9B5,Success ( ASOG,2026,16675.0,36762.038499999995
611,Vandenberg,Starlink,"~14,375 kg",SSO,SpaceX,Success,2026-03-08,11:00,F9B5,Success ( OCISLY,2026,14375.0,31691.4125
612,Cape Canaveral,EchoStar XXV,"6,800 kg",GTO,EchoStar,Success,2026-03-10,04:19,F9B5,Success ( ASOG,2026,6800.0,14991.416
